# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles:u'
# Event count (approx.): 2989206917
#
# Overhead  Command    Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  .........  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M6_M12_M30_M49_M59_M63::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M2_M18_M23_M33::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28_M43::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M11_M25_M34_M53_M68_M71_M78::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M63_M81::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M3_M17_M21::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M5_M8_M27_M34::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M3_M11_M22::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M3::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1_M14_M40_M43_M71_M87_M95::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M27_M31::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt32ToArrayWithField<9>(google::protobuf::io::EpsCopyOutputStream*, int, unsigned char*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28_M42_M44::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M11_M25_M34_M53_M68_M71_M78::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71_M80_M85::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M1_M13::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M13::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M2::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M4_M12::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M13_M26::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M51_M57::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M7_M15_M30::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M11_M25_M34::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] std::atomic<bool>::load(std::memory_order) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M7_M15_M26::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M76::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M1_M15_M23_M28_M42_M44_M50_M52::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M2_M18_M26::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt64ToArrayWithField<6>(google::protobuf::io::EpsCopyOutputStream*, long, unsigned char*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71_M80_M85_M94_M96_M99_M100_M101_M102_M103::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M51_M62_M79_M84_M93::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M79::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M1_M12_M27::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] google::protobuf::io::mutable_string_data(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36_M48_M54_M74_M77_M83_M88_M94::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] google::protobuf::FieldDescriptorProto::~FieldDescriptorProto()
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M51_M62_M79_M84_M93::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86_M87_M88_M89_M90_M92::IsInitialized() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36_M48_M54_M74_M77_M83::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M18_M23_M49_M81::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M4_M15::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M30::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M4_M15_M24::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M18_M23::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71_M80_M85_M94_M96_M99_M100_M101_M102_M103_M104::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M105_M110_M111_M113::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M21_M44::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103_M108_M112_M114_M115_M116::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M2::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M1::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] google::protobuf::io::EpsCopyOutputStream::EpsCopyOutputStream(void*, int, bool)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M47_M60::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M13::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M2_M22_M34::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103_M108_M112_M113::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71_M75_M88::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a71c7
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M8::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4::ByteSizeLong() const
     0.01%  proto_run  libstdc++.so.6.0.30   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace_aux(unsigned long, unsigned long, unsigned long, char)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M3::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M16_M28_M35_M40::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M49_M65::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M63::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103_M108_M112_M114_M115_M116_M117::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46_M48_M51_M56_M58_M60::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4_M16_M28_M44_M61_M86_M91::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M47_M53_M71::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M104_M109_M111::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M41_M54::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86_M87_M88_M89_M90::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M4_M15_M24_M42::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M18_M23_M58_M68_M85::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M24_M33_M44_M55::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M3_M17::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103_M108_M112::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M20::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M63_M81::ByteSizeLong() const
     0.01%  proto_run  libstdc++.so.6.0.30   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::data() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M21::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M30_M32::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36_M48_M54_M74_M80::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19_M27_M31_M42_M54::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M5_M17::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M4_M28::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M6_M19::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M4_M12_M23::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M5::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M18_M39_M45_M54_M82::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M49_M71_M80_M85::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M49_M65_M69::ByteSizeLong() const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M55_M71_M79_M88::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M105_M110_M111_M113_M114::ByteSizeLong() const
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a690a
